n,N,is_independent,estimated,answer,error,A,B
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,100,100
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,100,200
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,100,300
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,100,400
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,100,500
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,100,600
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,100,700
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,100,800
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,100,900
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,200,100
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,200,200
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,200,300
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,200,400
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,200,500
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,200,600
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,200,700
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,200,800
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,200,900
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,300,100
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,300,200
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,300,300
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,300,400
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,300,500
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,300,600
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,300,700
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,300,800
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,300,900
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,400,100
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,400,200
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,400,300
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,400,400
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,400,500
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,400,600
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,400,700
10,10000,dependent,0.45966874000000013,0.45966873999999996,4.440892098500626e-16,400,800
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,400,900
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,500,100
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,500,200
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,500,300
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,500,400
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,500,500
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,500,600
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,500,700
10,10000,dependent,0.45966874000000013,0.45966873999999996,4.440892098500626e-16,500,800
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,500,900
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,600,100
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,600,200
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,600,300
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,600,400
10,10000,dependent,0.45966874000000013,0.45966873999999996,4.440892098500626e-16,600,500
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,600,600
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,600,700
10,10000,dependent,0.4596687400000001,0.45966873999999996,2.220446049250313e-16,600,800
